ownerid,parcelid,name,address1,address2,city,StateCode,PostalCode,CountryCode,DateAcquired,OwnDoc,SalePrice,Status,Instrument,InstrumentType,url,sortdate
8032108,423877,O.I.C. 2ND & HART TOWNHOMES,4317 SUNNYBROOK DR,,NASHVILLE,TN,37205,US,7/14/16,MA-20160714 0072497,,Active,MA-20160714 0072497,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201607140072497,1.47E+12
8032161,423886,O.I.C. 1527 TAMMANY DRIVE TOWNHOMES,128 JAMES LYN DR,,HOPKINSVILLE,KY,42240,US,7/14/16,MA-20160715 0073063,,Active,MA-20160715 0073063,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201607150073063,1.47E+12
8032185,423889,O.I.C. HOMES AT 921 ARCHER STREET,310 25TH AVE N STE 100,,NASHVILLE,TN,37203,US,7/14/16,MA-20160715 0073138,,Active,MA-20160715 0073138,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201607150073138,1.47E+12
8032189,423892,O.I.C. HOMES AT 917 ARCHER STREET,917 ARCHER ST,,NASHVILLE,TN,37203,US,7/14/16,MA-20160715 0073135,,Active,MA-20160715 0073135,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201607150073135,1.47E+12
8032194,423895,O.I.C. 1005 SHADOW LANE,8001 ANNA CT,,GREENBRIER,TN,37073,US,7/14/16,MA-20160715 0073123,,Active,MA-20160715 0073123,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201607150073123,1.47E+12
8032821,423919,O.I.C. 2632 PENNINGTON AVENUE ESTATES,16126 ROYAL MOUNT DR,,ENCINO,CA,91436,US,7/14/16,MA-20160719 0074079,,Active,MA-20160719 0074079,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201607190074079,1.47E+12
8032825,423922,O.I.C.  THE COTTAGES AT 703 ROSEBANK AVE,1107 GARTLAND AVE,,NASHVILLE,TN,37206,US,7/14/16,MA-20160719 0074265,,Active,MA-20160719 0074265,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201607190074265,1.47E+12
8033201,423971,O.I.C. THRIVE LAVISTA AMENDED,500 M. AMERSTERDAM AVE NE,,ATLANTA,GA,30306,US,7/14/16,MA-20160720 0074772,0,Active,MA-20160720 0074772,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201607200074772,1.47E+12
8031940,423842,O.I.C.  HOMES AT 1009 12TH AVE. SOUTH,817 SHADOWSTONE PL,,NASHVILLE,TN,37220,US,7/12/16,MA-20160713 0071694,,Active,MA-20160713 0071694,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201607130071694,1.47E+12
8031946,423848,O.I.C. 609 WACO DRIVE HOMES,1275 SIMMS HEIGHTS RD,,KINGSTON SPRINGS,TN,37082,US,7/12/16,MA-20160713 0071572,,Active,MA-20160713 0071572,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201607130071572,1.47E+12
8031952,423851,O.I.C. 611 WACO DRIVE HOMES,1275 SIMMS HEIGHTS RD,,KINGSTON SPRINGS,TN,37082,US,7/12/16,MA-20160713 0071556,,Active,MA-20160713 0071556,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201607130071556,1.47E+12
8031710,423828,O.I.C. SOUTH STREET RESIDENCES,P O BOX 729,,CADIZ,KY,42211,US,7/11/16,MA-20160712 0071149,,Active,MA-20160712 0071149,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201607120071149,1.47E+12
8031721,423831,O.I.C. 15TH AVENUE SOUTH RESIDENCES,P O BOX 729,,CADIZ,KY,42211,US,7/11/16,MA-20160712 0071150,,Active,MA-20160712 0071150,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201607120071150,1.47E+12
8033136,423965,O.I.C. HOMES AT 2136 15TH AVENUE NORTH,2223 HADDINGTON CIR,,MURFREESBORO,TN,37130,US,7/11/16,MA-20160720 0074677,,Active,MA-20160720 0074677,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201607200074677,1.47E+12
8033212,423974,O.I.C. HOMES AT 2138 15TH AVENUE NORTH,2223 HADDINGTON CIR,,MURFREESBORO,TN,37130,US,7/11/16,MA-20160720 0074679,,Active,MA-20160720 0074679,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201607200074679,1.47E+12
8031689,423822,O.I.C. 1315 CHESTER AVENUE HOMES,4910 ATWOOD DR,,NASHVILLE,TN,37220,US,7/8/16,MA-20160712 0070996,,Active,MA-20160712 0070996,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201607120070996,1.47E+12
8033104,423959,O.I.C. HOMES AT 1301 PORTER ROAD,4316 COLORADO AVE,,NASHVILLE,TN,37209,US,7/7/16,MA-20160720 0074562,,Active,MA-20160720 0074562,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201607200074562,1.47E+12
8033116,423962,O.I.C. HOMES AT 2101 AND 2103 CARTER AVENUE,4316 COLORADO AVE,,NASHVILLE,TN,37209,US,7/7/16,MA-20160720 0074563,,Active,MA-20160720 0074563,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201607200074563,1.47E+12
8043306,424888,O.I.C.  1919 DELTA AVENUE TOWNHOMES,322 HARVARD AVE,,NASHVILLE,TN,37205,US,7/6/16,MA-20160714 0072462,,Active,MA-20160714 0072462,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201607140072462,1.47E+12
8030436,423627,O.I.C. VILLAGES AT CREEKSIDE,7175 NOLENSVILLE RD STE 207,,NOLENSVILLE,TN,37135,US,7/5/16,MA-20160705 0068757,,Active,MA-20160705 0068757,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201607050068757,1.47E+12
8030783,423713,O.I.C. 1408 & 1410 SIGLER STREET TOWNHOM,1408 SIGLER ST,,NASHVILLE,TN,37203,US,7/5/16,MA-20160706 0069290,,Active,MA-20160706 0069290,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201607060069290,1.47E+12
8034131,424131,O.I.C. 2158 BYRUM COMMONS,6121 NOLENSVILLE PIKE,,NASHVILLE,TN,37211,US,7/5/16,MA-20160712 0071484,,Active,MA-20160712 0071484,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201607120071484,1.47E+12
8030244,423604,O.I.C. 4417 JJ WATSON AVENUE TOWNHOMES,4201 BARNES COVE DR,,ANTIOCH,TN,37013,US,7/1/16,MA-20160705 0068054,,Active,MA-20160705 0068054,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201607050068054,1.47E+12
8030747,423710,O.I.C. HOMES AT 1013 ALICE STREET,1132 FLATWOODS RD,,LEBANON,TN,37090,US,7/1/16,MA-20160706 0069040,,Active,MA-20160706 0069040,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201607060069040,1.47E+12
8030917,423718,O.I.C. 937 SOUTHSIDE PLACE TOWNHOMES,9418 GREEN HILL CIR,,BRENTWOOD,TN,37027,US,7/1/16,MA-20160707 0069440,,Active,MA-20160707 0069440,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201607070069440,1.47E+12
8036546,424522,O.I.C. HOMES AT 514 CROLEY DRIVE AMENDED,1016 COBBLER CT,,NASHVILLE,TN,37211,US,7/1/16,MA-20160721 0075378,,Active,MA-20160721 0075378,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201607210075378,1.47E+12
8030023,423598,O.I.C. 1717 MCKINNEY AVENUE TOWNHOMES,3630 S BROADWAY,,SAINT LOUIS,MO,63118,US,6/30/16,MA-20160630 0067012,,Active,MA-20160630 0067012,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606300067012,1.47E+12
8030035,423601,O.I.C. HOMES OF 1912 9TH AVENUE NORTH,P O BOX 290611,,NASHVILLE,TN,37229,US,6/30/16,MA-20160630 0067224,,Active,MA-20160630 0067224,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606300067224,1.47E+12
8030403,423611,O.I.C. HOMES AT DELMAS AVENUE,213 WHORLEY DR,,NASHVILLE,TN,37217,US,6/30/16,MA-20160705 0068487,,Active,MA-20160705 0068487,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201607050068487,1.47E+12
8029595,423557,O.I.C. 219 ORLANDO TOWNHOMES,1401 FAIRVIEW DR,,MOUNT JULIET,TN,37122,US,6/28/16,MA-20160628 0065917,,Active,MA-20160628 0065917,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606280065917,1.47E+12
8029806,423588,O.I.C. TILLMAN WASHINGTON CORNER,309 TILLMAN LN,,NASHVILLE,TN,37206,US,6/28/16,MA-20160629 0066419,,Active,MA-20160629 0066419,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606290066419,1.47E+12
8029824,423591,O.I.C. SOUTH STREET ESTATES TOWNHOMES,903 ALBERT CT,,NASHVILLE,TN,37204,US,6/28/16,MA-20160629 0066543,,Active,MA-20160629 0066543,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606290066543,1.47E+12
8029840,423594,O.I.C. SOUTH STREET II TOWNHOMES,4301 PARKVIEW CIR,,NASHVILLE,TN,37204,US,6/28/16,MA-20160629 0066548,0,Active,MA-20160629 0066548,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606290066548,1.47E+12
8030735,423707,O.I.C.  HOMES AT 1903 THIRD AVENUE NORTH,1903 THIRD AVE N,,NASHVILLE,TN,37208,US,6/28/16,MA-20160706 0068957,,Active,MA-20160706 0068957,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201607060068957,1.47E+12
8031512,423804,O.I.C. 915 A & B MCCLURKEN,110 REYNOLDS DR,,FRANKLIN,TN,37064,US,6/28/16,MA-20160630 0066861,,Active,MA-20160630 0066861,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606300066861,1.47E+12
8029311,423515,O.I.C. GRAYBAR ESTATES,4025 WALLACE LN,,NASHVILLE,TN,37215,US,6/27/16,MA-20160712 0071067,,Active,MA-20160712 0071067,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201607120071067,1.47E+12
8029553,423548,O.I.C. HOMES AT ALLISON PLACE,2814 12TH AVE S,,NASHVILLE,TN,37204,US,6/27/16,MA-20160628 0066069,,Active,MA-20160628 0066069,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606280066069,1.47E+12
8029564,423551,O.I.C. HOMES AT 2160 B&C BYRUM AVENUE,2160 BYRUM AVE,,NASHVILLE,TN,37203,US,6/27/16,MA-20160628 0065874,0,Active,MA-20160628 0065874,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606280065874,1.47E+12
8029570,423554,O.I.C.  HOMES AT 2160 D&E BYRUM AVENUE,2160 BYRUM AVE,,NASHVILLE,TN,37203,US,6/27/16,MA-20160628 0065875,,Active,MA-20160628 0065875,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606280065875,1.47E+12
8029605,423560,O.I.C. HOMES AT 3412 RICHARDS STREET,241 CREEKSIDE DR,,LEWISBURG,TN,37091,US,6/27/16,MA-20160628 0066031,,Active,MA-20160628 0066031,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606280066031,1.47E+12
8031228,423792,O.I.C. 440 37TH AVENUE NORTH,6064 CENTRAL PIKE,,MOUNT JULIET,TN,37122,US,6/27/16,MA-20160708 0070116,,Active,MA-20160708 0070116,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201607080070116,1.47E+12
8042379,424817,O.I.C. 1110 CAMPBELL STREET,6064 CENTRAL PIKE,,MOUNT JULIET,TN,37122,US,6/27/16,MA-20160719 0074147,,Inactive,MA-20160719 0074147,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201607190074147,1.47E+12
8031534,423807,O.I.C. HOMES AT 4022 LEALAND LANE,3606 OLD ORCHARD RD,,JOPLIN,MO,64804,US,6/25/16,MA-20160711 0070506,,Active,MA-20160711 0070506,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201607110070506,1.47E+12
8028959,423502,O.I.C. HOMES ON INGA STREET AMENDED,2517 EUGENGIA AVE STE 202,,NASHVILLE,TN,37211,US,6/24/16,MA-20160624 0064728,,Active,MA-20160624 0064728,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606240064728,1.47E+12
8028960,423503,O.I.C. HOMES ON INGA STREET AMENDED,2517 EUGENGIA AVE STE 202,,NASHVILLE,TN,37211,US,6/24/16,MA-20160624 0064728,,Active,MA-20160624 0064728,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606240064728,1.47E+12
8029624,423563,O.I.C. HOMES AT 2213 14TH AVENUE NORTH,920 CAHAL AVE,,NASHVILLE,TN,37206,US,6/24/16,MA-20160629 0066109,,Active,MA-20160629 0066109,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606290066109,1.47E+12
8029797,423585,O.I.C. ROBERTSON CLOSE TOWNHOMES (D.O.),1405 CHICKERING RD,,NASHVILLE,TN,37215,US,6/24/16,MA-20160629 0066195,,Inactive,MA-20160629 0066195,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606290066195,1.47E+12
8029132,423506,O.I.C. THE COTTAGES AT 1411 CHESTER AVEN,2685 N. MT JULIET RD,,MOUNT JULIET,TN,37122,US,6/23/16,MA-20160627 0065082,,Active,MA-20160627 0065082,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606270065082,1.47E+12
8029279,423512,O.I.C. COLUMBIA AVENUE TOWNHOMES,4018 VALLEY RD,,NASHVILLE,TN,37205,US,6/23/16,MA-20160627 0065434,,Active,MA-20160627 0065434,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606270065434,1.47E+12
8029533,423539,O.I.C. JAMES AVENUE TOWNHOMES AMENDED,101 N MAPLE ST,,MURFREESBORO,TN,37130,US,6/23/16,MA-20160628 0065609,,Active,MA-20160628 0065609,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606280065609,1.47E+12
8029538,423542,O.I.C. 647 JAMES AVENUE TOWNHOMES AMEND,101 N MAPLE ST,,MURFREESBORO,TN,37130,US,6/23/16,MA-20160628 0065610,,Active,MA-20160628 0065610,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606280065610,1.47E+12
8029549,423545,O.I.C. 603 RIES AVENUE TOWNHOMES,2008 WOODLAKE CT,,NASHVILLE,TN,37214,US,6/23/16,MA-20160628 0065724,,Active,MA-20160628 0065724,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606280065724,1.47E+12
8035057,424346,O.I.C.  CALIFORNIA AT 54TH HOMES,4910 ATWOOD DR,,NASHVILLE,TN,37220,US,6/23/16,MA-20160623 0064021,,Inactive,MA-20160623 0064021,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606230064021,1.47E+12
8028881,423476,O.I.C.  1505 61ST AVENUE NORTH HOMES,P O BOX 40466,,NASHVILLE,TN,37209,US,6/22/16,MA-20160623 0064034,,Active,MA-20160623 0064034,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606230064034,1.47E+12
8028910,423485,O.I.C. HOMES AT 6117 CALIFORNIA,2517 EUGENIA AVE STE 202,,NASHVILLE,TN,37211,US,6/22/16,MA-20160623 0064268,,Active,MA-20160623 0064268,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606230064268,1.47E+12
8029764,423567,O.I.C. HOMES AT 2605 A&B TRAUGHBER DRIV,615 MAIN ST # 102,,NASHVILLE,TN,37206,US,6/22/16,MA-20160629 0066117,0,Inactive,MA-20160629 0066117,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606290066117,1.47E+12
8029769,423570,O.I.C. HOMES AT 2605 C&D  TRAUGHBER DRIV,615 MAIN ST # 102,,NASHVILLE,TN,37206,US,6/22/16,MA-20160629 0066124,,Inactive,MA-20160629 0066124,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606290066124,1.47E+12
8027906,423357,O.I.C. 4613 KENTUCKY AVENUE TOWNHOMES,317 51ST AVE N,,NASHVILLE,TN,37209,US,6/21/16,MA-20160621 0063046,,Active,MA-20160621 0063046,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606210063046,1.47E+12
8028278,423361,O.I.C. HOMES AT INDIANA AND MORROW,2517 EUGENIA AVE STE 202,,NASHVILLE,TN,37211,US,6/21/16,MA-20160622 0063410,,Active,MA-20160622 0063410,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606220063410,1.47E+12
8028943,423488,O.I.C. NINTH AVENUE TOWNHOMES I,7035 STONE RUN DR,,BRENTWOOD,TN,37027,US,6/21/16,MA-20160623 0064310,,Active,MA-20160623 0064310,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606230064310,1.47E+12
8030983,423781,O.I.C. EAST GREENWAY PARK,4235 HILLSBORO PIKE STE 300,,NASHVILLE,TN,37215,US,6/21/16,MA-20160707 0069540,0,Inactive,MA-20160707 0069540,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201607070069540,1.47E+12
8030984,423782,O.I.C. EAST GREENWAY PARK AMENDED,4235 HILLSBORO PIKE STE 300,,NASHVILLE,TN,37215,US,6/21/16,MA-20160707 0069540,0,Active,MA-20160707 0069540,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201607070069540,1.47E+12
8436640,437146,O.I.C. HOMES AT INDIANA AND MORROW,2317 CRUZEN ST,,NASHVILLE,TN,37211,US,6/21/16,MA-20160622 0063410,0,Active,MA-20160622 0063410,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606220063410,1.47E+12
8027692,423321,O.I.C. HOMES AT 2611 WEST KIRKWOOD AVENU,2611 W KIRKWOOD AVE,,NASHVILLE,TN,37204,US,6/20/16,MA-20160620 0062259,,Active,MA-20160620 0062259,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606200062259,1.47E+12
8028950,423494,O.I.C. NINTH AVENUE TOWNHOMES II,7035 STONE RUN DR,,BRENTWOOD,TN,37027,US,6/20/16,MA-20160623 0064311,,Active,MA-20160623 0064311,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606230064311,1.47E+12
8032015,423854,O.I.C. THE 923 THOMAS AVENUE TOWNHOMES,P O BOX 1955,,MOUNT JULIET,TN,37121,US,6/20/16,MA-20160713 0071524,,Active,MA-20160713 0071524,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201607130071524,1.47E+12
8032025,423857,O.I.C. 915 ELVIRA AVENUE TOWNHOMES,P O BOX 1955,,MOUNT JULIET,TN,37121,US,6/20/16,MA-20160713 0071523,,Active,MA-20160713 0071523,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201607130071523,1.47E+12
8159148,428523,O.I.C. 1900 10TH AVENUE TOWNHOMES AMEND,1900 10TH AVE N,,NASHVILLE,TN,37208,US,6/17/16,MA-20160621 0063048,0,Active,MA-20160621 0063048,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606210063048,1.47E+12
8027304,423300,O.I.C. TOWNHOMES AT 929 ELVIRA AVENUE,7516 HWY 70 S STE 100,,NASHVILLE,TN,37221,US,6/16/16,MA-20160617 0061614,,Active,MA-20160617 0061614,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606170061614,1.47E+12
8027311,423303,O.I.C. 900 SOUTHSIDE PLACE TOWNHOMES,1920 ADALECIA ST STE 300,,NASHVILLE,TN,37212,US,6/16/16,MA-20160617 0061400,,Active,MA-20160617 0061400,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606170061400,1.47E+12
8027504,423306,O.I.C. DEWEES ESTATES II,9426 WEATHERLY DR,,BRENTWOOD,TN,37027,US,6/16/16,MA-20160620 0062633,,Active,MA-20160620 0062633,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606200062633,1.47E+12
8035157,424367,O.I.C. HOMES ON SHARONDALE,9540 SANCTUARY PL,,BRENTWOOD,TN,37027,US,6/16/16,MA-20160617 0061960,,Active,MA-20160617 0061960,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606170061960,1.47E+12
8042989,424865,O.I.C. CRUZEN STREET TOWNHOMES II,2201 EASTLAND DR STE 2,,BLOOMINGTON,IL,61704,US,6/16/16,MA-20160627 0065528,,Active,MA-20160627 0065528,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606270065528,1.47E+12
8027198,423288,O.I.C.THE HOMES AT 1715 MCKINNEY AVENUE,P O BOX 90680,,NASHVILLE,TN,37209,US,6/15/16,MA-20160617 0061610,,Active,MA-20160617 0061610,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606170061610,1.47E+12
8027688,423318,O.I.C. 1104 WEST GROVE AVENUE HOMES,P O BOX 2092,,BRENTWOOD,TN,37024,US,6/15/16,MA-20160620 0062437,,Inactive,MA-20160620 0062437,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606200062437,1.47E+12
8026640,423256,O.I.C. 1521 STRAIGHTWAY AVENUE TOWNHOMES,3167 BRIMSTEAD DR,,FRANKLIN,TN,37064,US,6/14/16,MA-20160614 0060057,,Active,MA-20160614 0060057,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606140060057,1.47E+12
8026663,423261,O.I.C. WARD AVENUE TOWNHOMES,3167 BRIMSTEAD DR,,FRANKLIN,TN,37064,US,6/14/16,MA-20160614 0060154,,Active,MA-20160614 0060154,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606140060154,1.47E+12
8026664,423262,O.I.C. WARD AVENUE TOWNHOMES,3167 BRIMSTEAD DR,,FRANKLIN,TN,37064,US,6/14/16,MA-20160614 0060154,,Active,MA-20160614 0060154,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606140060154,1.47E+12
8028736,423450,O.I.C. HOMES AT 3102 WELLINGTON AVENUE,8001 ANNA CT,,GREENBRIER,TN,37073,US,6/14/16,MA-20160623 0064194,,Active,MA-20160623 0064194,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606230064194,1.47E+12
8028891,423479,O.I.C. HOMES AT 3104 WELLINGTON AVENUE,3716 WEST END AVE,,NASHVILLE,TN,37205,US,6/14/16,MA-20160623 0064190,,Active,MA-20160623 0064190,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606230064190,1.47E+12
8029334,423521,O.I.C. CRUZEN STREET TOWNHOMES I,2201 EASTLAND DR STE 2,,BLOOMINGTON,IL,61704,US,6/14/16,MA-20160627 0065527,,Active,MA-20160627 0065527,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606270065527,1.47E+12
8029368,423530,O.I.C. CRUZEN STREET TOWNHOMES III,2201 EASTLAND DR STE 2,,BLOOMINGTON,IL,61704,US,6/14/16,MA-20160627 0065529,,Active,MA-20160627 0065529,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606270065529,1.47E+12
8026419,423234,O.I.C. HOMES AT 138 HAVERFORD,2037 BRECKENRIDGE DR,,MOUNT JULIET,TN,37122,US,6/10/16,MA-20160613 0059498,,Active,MA-20160613 0059498,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606130059498,1.47E+12
8026428,423237,O.I.C. MORROW ROAD TOWNHOMES,P O BOX 360750,,BIRMINGHAM,AL,35236,US,6/9/16,MA-20160613 0059889,0,Active,MA-20160613 0059889,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606130059889,1.47E+12
8026697,423270,O.I.C. COTTAGES OF INGA STREET,2434 INGA ST,,NASHVILLE,TN,37206,US,6/9/16,MA-20160614 0060096,0,Active,MA-20160614 0060096,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606140060096,1.47E+12
8026698,423271,O.I.C. COTTAGES OF INGA STREET,2438 INGA ST,,NASHVILLE,TN,37206,US,6/9/16,MA-20160614 0060096,0,Active,MA-20160614 0060096,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606140060096,1.47E+12
8025915,423204,O.I.C. MARLIN AVENUE TOWNHOMES AMENDED,4301 HILLSBORO PK STE 300,,NASHVILLE,TN,37215,US,6/8/16,MA-20160609 0058173,,Active,MA-20160609 0058173,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606090058173,1.47E+12
8025627,423140,O.I.C. 1910 SHERIDAN ROAD TOWNHOMES,1103 HOLLY ST,,NASHVILLE,TN,37206,US,6/7/16,MA-20160608 0057698,,Active,MA-20160608 0057698,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606080057698,1.47E+12
8025642,423143,O.I.C. TOWNHOMES AT 2435 CHAPMAN DRIVE,3122 DUPLEX RD,,SPRING HILL,TN,37174,US,6/7/16,MA-20160608 0057909,,Active,MA-20160608 0057909,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606080057909,1.47E+12
8027521,423315,O.I.C. D.B. TODD TOWNHOMES,4317 SUNNYBROOK DR,,NASHVILLE,TN,37205,US,6/7/16,MA-20160610 0059091,,Active,MA-20160610 0059091,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606100059091,1.47E+12
8028836,423467,O.I.C. 2128 15TH AVENUE NORTH TOWNHOMES,1222 7TH AVE N,,NASHVILLE,TN,37208,US,6/7/16,MA-20160623 0064306,,Active,MA-20160623 0064306,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606230064306,1.47E+12
8028847,423470,O.I.C. 2134 15TH AVENUE NORTH TOWNHOMES,1222 7TH AVE N,,NASHVILLE,TN,37208,US,6/7/16,MA-20160623 0064303,,Active,MA-20160623 0064303,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606230064303,1.47E+12
8028860,423473,O.I.C. 2132 15TH AVENUE NORTH TOWNHOMES,1222 7TH AVE N,,NASHVILLE,TN,37208,US,6/7/16,MA-20160623 0064299,,Active,MA-20160623 0064299,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606230064299,1.47E+12
8036303,424504,O.I.C. TREVOR HOMES II,1210 LONGSTREET CIR,,NASHVILLE,TN,37209,US,6/7/16,MA-20160608 0058008,,Active,MA-20160608 0058008,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606080058008,1.47E+12
8041924,424668,O.I.C. HOMES AT SOUTHSIDE,P O BOX 2092,,BRENTWOOD,TN,37024,US,6/7/16,MA-20160609 0058334,,Active,MA-20160609 0058334,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606090058334,1.47E+12
8027260,423291,O.I.C.  957 CALDWELL COTTAGES,6857 RIVER RIDGE DR,,NASHVILLE,TN,37221,US,6/6/16,MA-20160617 0061963,,Active,MA-20160617 0061963,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606170061963,1.47E+12
8031209,423789,"NASH, DEBORAH J.",1309 LONE OAK CIR,,NASHVILLE,TN,37215,US,6/5/16,MA-20160708 0070088,,Active,MA-20160708 0070088,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201607080070088,1.47E+12
8025490,423088,O.I.C. HOMES AT 50 LINDSLEY AVENUE,4409 CHICKERING LN,,NASHVILLE,TN,37215,US,6/3/16,MA-20160606 0056505,,Active,MA-20160606 0056505,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606060056505,1.46E+12
8025322,423064,O.I.C. 1009 SOUTHSIDE AVENUE,1009 SOUTHSIDE AVE,,NASHVILLE,TN,37203,US,6/2/16,MA-20160606 0056478,,Active,MA-20160606 0056478,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606060056478,1.46E+12
8025526,423106,O.I.C. 6034 NEIGHBORLY AVENUE TOWNHOMES,6030 NEIGHBORLY AVE C/O GLOBAL MTRSPORTS,,NASHVILLE,TN,37209,US,6/2/16,MA-20160607 0057182,,Active,MA-20160607 0057182,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606070057182,1.46E+12
8025536,423112,O.I.C. HOMES AT 1206 6TH AVENUE NORTH,209 29TH AVE N STE 150,,NASHVILLE,TN,37203,US,6/2/16,MA-20160607 0057495,,Inactive,MA-20160607 0057495,Master Deed,https://www.davidsonportal.com/gis/file.php?file=201606070057495,1.46E+12
